Latin_Name,Common_Name,Family_Name,Plant_Type,Bloom_Time,Flower_Color,Size_at_Maturity,Climate_Appropriate_Plants,Plant_Communities,Suitable_Site_Conditions,Soil_Type,Pruning_Needs,Water_Needs,Habitat_Value,Associated_Wildlife,Stormwater_Benefit,Stormwater_int,Appropriate_Location,Additional_Characteristices_Notes
Ceanothus griseus horizontalis,Carmel Creeper,Rhamnaceae,Shrub (evergreen),"Spring,Winter",Blue,1.0,CA Native,,"Sun,Part shade","Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Ceanothus thyrsiflorus repens,Low Blue Blossom,Rhamnaceae,Shrub (evergreen),,Blue,1.0,CA Native,,"Sun,Part shade","Clay,Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Cistus 'Sunset',Magenta Rockrose,Cistaceae,Shrub (evergreen),"Spring,Summer",Magenta,1.0,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,
Clivia miniata,Orange Clivia,Amaryllidaceae,Perennial,"Spring,Summer,Fall,Winter","Orange,Yellow",1.0,Exotic,,"Part shade,Shade",,,,,,,,Garden;Potted Plant;Sidewalk,
Convolvulus cneorum,Bush Morninglory,Convolvulacea,Shrub (evergreen),"Spring,Summer,Fall",White,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,Low,,,,,Sidewalk;Garden,
Coprosma petriei  'Verde Vista',Creeping Coprosma,Rubiaceae,Shrub (evergreen),,,1.0,Exotic,,"Sun,Part shade",,,,,,,,Sidewalk;Garden,
Cordyline 'Electric Pink',Electric Pink Grass Tree,Dracaenaceae,Perennial,Spring,White,2.0,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,
Correa 'Dusky Bells',Australian Fuschia,Rutaceae,Shrub (evergreen),Spring,"Pink,Red",1.0,Exotic,,"Sun,Part shade,Shade","Loam,Sand",,Low,,Hummingbirds,,,Sidewalk;Garden,
Correa 'Ivory Bells',Australian Fuschia,Rutaceae,Shrub (evergreen),Spring,White,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,Low,,Hummingbirds,,,Sidewalk;Garden,
Cotoneaster dammeri 'LowFast',Bearberry Cotoneaster,Rosaceae,Shrub (evergreen),Spring,White,0.2,Exotic,,"Sun,Part shade,Shade",,,Low,Pollinator,,,,Sidewalk;Garden,
Crassula ovata,Jade Plant,Crassulaceae,Succulent,"Spring,Winter",White,0.2,Exotic,,"Sun,Part shade","Loam,Sand",,Low,,,,,Sidewalk;Garden,
Crassula multicava,Cape Province Pygmyweed,Crassulaceae,Succulent,Winter,"Pink,White",0.2,Exotic,,"Sun,Part shade,Shade","Loam,Sand",,Low,,,,,Sidewalk;Garden,
Cyclamen hederifolium,Persian Violet,Primulaceae,Perennial,"Summer,Fall",Pink,0.2,Exotic,,"Sun,Part shade,Shade",,,Low,,,,,Sidewalk;Garden,
Dianella tasmanica variegata,Flax Lily,Phormiaceae,Grass,Spring,Blue,1.0,Exotic,,Sun,,,,,,,,Sidewalk;Garden,
Dietes bicolor,Fortnight Lily,Iridaceae,Perennial,"Spring,Fall",Yellow,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,Low;Moderate,,,,,Sidewalk;Garden,
Dietes iridioides,African Iris,Iridaceae,Perennial,"Spring,Fall",Yellow,1.0,Exotic,,"Sun,Part shade",,,,,,,,Sidewalk;Garden,
Distictis buccinatoria,Blood Red Trumpet Vine,Bignoniaceae,Vine,Summer,Red,6.0,Exotic,,Sun,,,,"Cover,Nesting",Hummingbirds,,,Sidewalk;Garden,
Drosanthemum floribundum,Rosea Ice Plant,Aizoaceae,Perennial,"Spring,Summer",Pink,0.2,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,
Dryas octopetala,Mountain Dryad,Rosaceae,Perennial,"Spring,Summer",White,1.0,Exotic,,Sun,"Loam,Sand",,Low,Pollinator,Butterflies;bees;birds,,,Sidewalk;Garden,
Echeveria agavoides 'Maria',Wax Agave,Crassulaceae,Succulent,"Spring,Summer","Red,Yellow",0.2,Exotic,,"Sun,Part shade",,,Low,,,,,Garden;Sidewalk;Roof,
Echeveria 'Blue Bedder',,Crassulaceae,Succulent,"Spring,Winter",Orange,0.2,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Echeveria harmsii,Echeveria,Crassulaceae,Succulent,"Spring,Summer,Fall,Winter",Orange,0.2,Exotic,,"Sun,Part shade",,,Low,,Butterflies;bees;birds,,,Sidewalk;Garden,
Echeveria imbricata,Hens And Chicks,Crassulaceae,Succulent,"Spring,Summer","Red,Yellow",0.2,Exotic,,"Sun,Part shade",,,Low,,,,,Garden;Sidewalk;Roof,
Echeveria juarezensis,Juareze Hens And Chicks,Crassulaceae,Succulent,Summer,Pink,0.2,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Elymus magellanicus,"Blue Wheatgrass, Magellan Wheatgrass",Poaceae,Grass,"Spring,Summer",Blue,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,Low,,Butterflies,,,Sidewalk;Garden,
Epilobium septentrionale,Humboldt County Fuchsia,Onagraceae,Perennial,Summer,Red,0.2,CA Native,,"Sun,Part shade","Loam,Sand",,Low,,Hummingbirds,,,Sidewalk;Garden,
Eriogonum grande rubescens  ,Red Buckwheat,Polygonaceae,Perennial,"Summer,Fall",Pink,0.2,CA Native,,Sun,"Clay,Loam,Sand",,,Pollinator,Butterflies;Bees,,,Sidewalk;Garden,
Euphorbia amygdaloides,Wood Spurge,Euphorbiaceae,Perennial,"Spring,Summer",Yellow,1.0,Exotic,,Part shade,,,Low,,,,,Sidewalk;Garden,
Euphorbia x. martinii,,Euphorbiaceae,Perennial,Spring,Green,1.0,Exotic,,"Sun,Part shade",,,Moderate,,,,,Sidewalk;Garden,
Graptosedum 'Vera Higgins',,Crassulaceae,Succulent,"Spring,Summer",Yellow,1.0,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Graptoveria 'Fred Ives',,Crassulaceae,Succulent,Summer,Yellow,1.0,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Graptoveria 'Debbi',,Crassulaceae,Succulent,"Spring,Summer,Winter",Magenta,0.2,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Grevillea lanigera 'Coastal Gem',,Proteaceae,Shrub (evergreen),"Spring,Summer,Fall,Winter","Pink,White",0.2,Exotic,,"Sun,Part shade","Loam,Sand",,Low,Pollinator,Birds,,,Sidewalk;Garden,
Grevillea 'Magic Lantern',,Proteaceae,Shrub (evergreen),"Spring,Fall",Red,1.0,Exotic,,"Sun,Part shade",Sand,,Low,,,,,Sidewalk;Garden,
Hardenbergia violacea,Lilac Vine,Fabaceae,Vine,"Spring,Winter",Purple,3.0,Exotic,,"Sun,Part shade",,,Low,"Cover,Nesting",Bees,,,Sidewalk;Garden,
Helleborus orientalis,Lenten Rose,Ranunculaceae,Perennial,Spring,"Pink,White",1.0,Exotic,,"Sun,Part shade",,,Low;Moderate,,,,,Sidewalk;Garden,
Helianthemum 'Apricot',Apricot Sunrose,Cistaceae,Shrub (evergreen),Spring,Orange,0.2,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,
Helianthemum 'Belgravia Rose',,Cistaceae,Shrub (evergreen),Spring,"Pink,Purple",0.2,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,
Heuchera maxima,Island Alum Root,Saxifragaceae,Perennial,"Spring,Summer",White,1.0,CA Native,"Chaparral,Coastal scrub","Part shade,Shade","Loam,Sand",,Low,Pollinator,Hummingbirds,,,Sidewalk;Roof,
Heuchera 'Santa Ana Cardinal',Coral Bell Hybrids,Saxifragaceae,Perennial,"Spring,Summer",Pink,1.0,CA Native,,"Part shade,Shade",,,,Pollinator,Hummingbirds,,,Sidewalk;Garden,
Heuchera sanguinea ,Coral Bells,Saxifragaceae,Perennial,Summer,"Pink,Red",1.0,Exotic,,"Part shade,Shade",Rock,,Low,Pollinator,Hummingbirds,,,Sidewalk;Garden,
Hyacinthoides hispanica,Spanish Squill,Asparagaceae,Perennial,Spring,Purple,1.0,Exotic,,"Sun,Part shade,Shade",,,Low,,,,,Sidewalk;Garden,
Juncus effusus var. brunneus,Green Rush,Juncaceae,Grass,Summer,,1.0,SF Native,"Riparian,Wetland","Sun,Part shade","Loam,Sand",,Moderate,,,,,Sidewalk;Garden,
Kalanchoe orgyalis,Copper Spoons,Crassulaceae,Succulent,Winter,Yellow,2.0,Exotic,,"Sun,Part shade","Loam,Sand",,,,,,,Sidewalk;Garden,
Kalanchoe thyrsiflora,Paddle Plant,Crassulaceae,Succulent,"Spring,Winter",Yellow,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,,,,,,Sidewalk;Garden,
Phacelia minor,California Bluebell,Boraginaceae,Annual,Spring,Indigo,1.0,CA Native,,Sun,"Loam,Sand",,,Pollinator,Bees,,,Garden,
Calamintha spp.,Calamint,Lamiaceae,Perennial,Summer,,1.0,Exotic,,"Sun,Shade",,,,Pollinator,Bees,,,Garden,
Caryopteris x clandonensis,"Blue Mist, Blue Beard",Lamiaceae,Perennial,Summer,Blue,1.0,Exotic,,Sun,,,,Pollinator,Bees,,,Garden,
Duranta erecta,Skyflower,Verbenaceae,Perennial,Summer,"Blue,Purple,White",1.0,Exotic,,"Sun,Shade","Clay,Loam,Sand",,Low,Pollinator,Bees,,,Garden,
Echinacea purpurea,Purple Coneflower,Asteraceae,Perennial,Summer,"Pink,Purple",1.0,Exotic,,"Sun,Shade","Clay,Loam,Sand",,,Pollinator,Butterflies;bees;birds,,,Garden,
Eriogonum nudum,Naked Buckwheat,Polygonaceae,Perennial,Summer,"White,Yellow",1.0,CA Native,"Chaparral,Grassland,Woodland",Sun,"Loam,Sand",,,Pollinator,Butterflies;bees,,,Garden,
Gaillardia 'Oranges & Lemons',Oranges & Lemons,Asteraceae,Perennial,Summer,"Orange,Yellow",1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;bees,,,Garden,
Helenium 'Mardi Gras',Mardi Gras,Asteraceae,Perennial,Summer,"Orange,Yellow",1.0,Exotic,,Sun,"Clay,Loam,Sand",,Low,Pollinator,hummingbirds;Butterflies;bees,,,Garden,
Madia elegans densiflora,Elegant Madia,Asteraceae,Annual,Summer,Yellow,1.0,CA Native,Woodland,"Sun,Shade","Loam,Sand",,,Pollinator,Bees,,,Garden,
Mentha spicata,Spearmint,Lamiaceae,Perennial,"Summer,Fall",White,1.0,Exotic,,,"Loam,Sand",,Moderate,Pollinator,Bees,,,Garden,
Monardella odoratissima,Mountain Monardella,Lamiaceae,Perennial,Summer,White,1.0,CA Native,Woodland,Sun,"Loam,Sand",,Low,Pollinator,hummingbirds;Butterflies;bees,,,Garden,
Scabiosa atropurpurea,Pincushion Flower,Dipsacaceae,Perennial,Summer,Purple,1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;bees,,,Garden,
Eriodictyon californicum,"California Yerba Santa,  Yerba Santa ",Boraginaceae,Shrub (evergreen),Summer,"Purple,White",3.0,CA Native,"Chaparral,Foothill woodland,Mixed evergreen forest,Northern oak woodland,Redwood forest,Yellow pine forest",Sun,"Loam,Sand",,,"Cover,Nesting,Pollinator",Bees,,,Garden,
Oemleria cerasiformis,"Indian Plum,  Oso Berry ",Rosaceae,Shrub (deciduous),"Spring,Summer",White,2.0,SF Native,Coastal scrub,Sun,"Loam,Sand",,Low,"Fruit,Pollinator",,,,Garden,
Baccharis pilularis 'Twin Peaks',Coyotebrush Prostrate Form,Asteraceae,Shrub (evergreen),,,1.0,SF Native,Coastal scrub,Sun,"Clay,Loam,Sand,Rock",,,"Buds/greens,Nesting,Pollinator",Bees;Birds;Butterflies;Insects,Yes,1.0,Garden;Sidewalk;Roof,
Achillea filipendulina,Fernleaf Yarrow,Asteraceae,Perennial,"Summer,Fall",Yellow,1.0,Exotic,,Sun,"Clay,Loam,Sand,Rock",,Low,Pollinator,Butterflies,,,Sidewalk;Garden,
Arctotis hybrids,African Daisy,Asteraceae,Perennial,"Spring,Summer",Pink,0.2,Exotic,,Sun,,,Low,,,,,Garden,
Festuca amethystina,Tufted Fescue,Poaceae,Grass,Summer,Green,1.0,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Cedrela fissilis,Brazilian Cedarwood  Brazilian Cedarwood,Meliaceae,Tree (deciduous),"Spring,Summer","Green,Yellow",8.0,Exotic,,"Sun,Shade",,,Moderate,"Cover,Nesting",,,,Sidewalk,
Amaryllis belladonna,Naked Lady,Amaryllidaceae,Perennial,Summer,"Pink,Purple",1.0,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,
Sidalcea malviflora,Checkerbloom,Malvaceae,Perennial,"Spring,Summer",Pink,1.0,SF Native,Grassland/prairie,"Sun,Part shade","Clay,Loam",,,"Buds/greens,Pollinator",Bees;Butterflies,Yes,1.0,Garden;Roof,Attracts West Coast Painted Lady (Vanessa annabella).
Erysimum  'Bowles Mauve',Bowles Mauve Wallflower,Brassicaceae,Perennial,"Spring,Summer,Fall",Purple,2.0,Exotic,,Sun,"Loam,Sand",,Low,Pollinator,Butterflies;birds,,,Sidewalk;Garden,
Phlomis fruticosa,Jerusalem Sage,Lamiaceae,Shrub (evergreen),"Spring,Summer",Yellow,2.0,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,
Pelargonium peltatum,Ivy Geranium,Geraniaceae,Perennial,"Spring,Summer,Fall,Winter","Pink,Purple,Red,White",1.0,Exotic,,"Sun,Part shade","Loam,Sand",,,,,,,Sidewalk;Garden,
Grevillea robusta,Silk Oak,Proteaceae,Tree (evergreen),Summer,Yellow,,Exotic,,Sun,"Clay,Loam,Sand",,Low,"Cover,Nesting",Birds,Yes,1.0,Garden,
Acer circinatum,Vine Maple Tree,Sapindaceae,Tree (evergreen),Spring,"Green,Purple,Red,White",,CA Native,"Riparian,Wetland,Woodland","Part shade,Shade",Loam,,Moderate,"Cover,Nesting",Birds,Yes,1.0,Garden,
Pleuropogon californicus,Semaphore Grass,Poaceae,Grass,"Spring,Summer",,1.0,SF Native,"Riparian,Wetland,Woodland","Sun,Shade","Clay,Loam",,Moderate,,,Yes,1.0,Garden,
Arctostaphylos 'Emerald Carpet',Emerald Carpet,Ericaceae,Shrub (evergreen),"Spring,Winter",White,1.0,CA Native,,"Sun,Part shade","Loam,Sand",,,,,Yes,1.0,Garden,
Ceiba speciosa-Chorisia speciosa,Silk Floss Tree,Bombacaceae,Tree (deciduous),Winter,"Pink,White",8.0,Exotic,,Sun,"Clay,Loam,Sand",,Low,"Cover,Nesting",,,,Sidewalk,
Cistus x skanbergii,Pink Rockrose,Cistaceae,Shrub (evergreen),Spring,Pink,1.0,Exotic,,Sun,"Loam,Sand",,Low,,,,,Sidewalk;Garden,
Pelargonium graveolens,Scented Geranium  Scented Geranium,Geraniaceae,Perennial,Spring,Pink,1.0,Exotic,,Sun,"Clay,Loam,Sand",,,Pollinator,Bees,,,Garden,
Euphorbia myrsinites,Myrtle Spurge,Euphorbiaceae,Succulent,"Spring,Winter","Green,Yellow",0.2,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Phacelia campanularia,"Ca. Desert Bluebells
bluebells",Boraginaceae,Annual,Spring,Blue,1.0,CA Native,Chaparral,Sun,"Loam,Sand",,,Pollinator,Bees,,,Garden,
Lavandula x. intermedia 'Grosso',Purple Lavander,Lamiaceae,Shrub (evergreen),"Summer,Fall",Indigo,1.0,Exotic,,Sun,"Clay,Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Populus fremontii,Fremont's Cottonwood,Salicaceae,Shrub (deciduous),Spring,White,,CA Native,,Sun,"Loam,Sand",,Moderate,"Cover,Nesting",butterflies;birds;bees,Yes,1.0,Garden,
Dietes spp.,Fortnight Lily,Iridaceae,Perennial,"Spring,Summer,Fall",,1.0,Exotic,,"Sun,Part shade","Clay,Loam",,Low,,,Yes,1.0,Garden,
Daphne odora,Winter Daphne,Thymelaeaceae,Shrub (evergreen),,Pink,2.0,Exotic,,Part shade,,,Low,,,,,Sidewalk;Garden,All parts of this species are toxic and may be fatal if ingested.
Festuca glauca,Common Blue Fescue,Poaceae,Grass,Summer,"Blue,Silver,White",0.2,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Helleborus foetidus,Bear's Foot Hellebore,Ranunculaceae,Perennial,Spring,"Green,Purple",1.0,Exotic,,"Sun,Part shade",Loam,,Low,,,,,Sidewalk;Garden,
Coreopsis lanceolata,"Lanceleaf Tickseed
tickseed",Asteraceae,Perennial,Spring,Yellow,1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Bees,,,Garden,
Prunus lyonii,Catalina Cherry,Rosaceae,Tree (evergreen),Spring,White,6.0,CA Native,,"Sun,Shade",,,Low,"Cover,Nesting",,,,Sidewalk,
Santolina rosmarinifolia,Green Santolina,Asteraceae,Shrub (evergreen),Spring,Yellow,1.0,Exotic,,Sun,"Loam,Sand",,,,,,,Sidewalk;Garden,
Zelkova serrata,Japanese Zelkova,Ulmaceae,Tree (deciduous),,,8.0,Exotic,,"Sun,Part shade",,,,"Cover,Nesting",,,,Sidewalk,
Ulmus wilsoniana ‘Prospector’,Wilson Elm,Ulmaceae,Tree (deciduous),Spring,,8.0,Exotic,,,,,,"Cover,Nesting",,,,Sidewalk,
Festuca spp.,Fescue,Poaceae,Grass,,,1.0,Exotic,,Sun,,,Low,,,,,Garden,
Pittosporum tobira,Mock Orange,Pittosporaceae,Shrub (evergreen),Spring,White,3.0,Exotic,,"Sun,Part shade","Clay,Loam,Sand",,Low,"Cover,Nesting,Pollinator",Bees,Yes,1.0,Garden,
Artemisia schmidtiana 'Silvermound',Angel's Hair,Asteraceae,Perennial,Summer,White,1.0,Exotic,,Sun,"Clay,Loam,Sand",,Low,Pollinator,Butterflies;Bees,,,Sidewalk;Garden,
Magnolia virginiana,Sweet Bay Magnolia,Magnoliaceae,Tree,Summer,"White,Yellow",,Exotic,,"Sun,Part shade","Clay,Loam,Sand",,Moderate,"Cover,Nesting",Birds,Yes,1.0,Garden,
Quercus macrocarpa,Bur Oak,Fagaceae,Tree (deciduous),Spring,Yellow,,Exotic,,Sun,"Clay,Loam,Sand",,Moderate,"Cover,Nesting,Pollinator",Butterflies,Yes,1.0,Garden,
Clematis armandii,Evergreen Clematis,Ranunculaceae,Vine,"Spring,Winter",White,3.0,Exotic,,Sun,,,Low,"Cover,Nesting,Pollinator",Birds;bees;butterflies,,,Garden,
Kniphofia 'Dwarf Yellow',Poker Plant,Asphodelaceae,Perennial,"Spring,Summer",Yellow,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,,Pollinator,Hummingbirds,,,Sidewalk;Garden,
Calystegia purpurata,Morning Glory,Convolvulaceae,Vine,"Spring,Summer,Fall","Purple,White",3.0,SF Native,"Chaparral,Coastal scrub","Sun,Part shade",Sand,,,"Cover,Nesting",,Yes,1.0,Garden,
Hesperaloe parviflora,Yellow/red Yucca,Agavaceae,Perennial,"Spring,Summer",Red,2.0,Exotic,,"Sun,Part shade",Sand,,,Pollinator,Birds,,,Garden,
Thymus pseudolanuginosus,Wooly Thyme,Lamiaceae,Perennial,Summer,Pink,0.2,Exotic,,"Sun,Part shade","Clay,Loam,Sand",Minimal,,Pollinator,Butterflies,Yes,1.0,Garden,
Carissa macrocarpa,Natal Plum,Apocynaceae,Shrub (evergreen),,White,2.0,Exotic,,Sun,,,Low,,,,,Garden,
Acacia cognata 'Cousin Itt',Bower Wattle,Mimosaceae,Shrub (evergreen),Spring,Yellow,1.0,Exotic,,"Sun,Shade",,,Low,,,,,Garden,
Nolina bigelovii,Bear Grass,Ruscaceae,Shrub (evergreen),Summer,,2.0,CA Native,,Sun,"Loam,Sand",,,,,,,Garden,
Sedum dendroideum,Bush Sedum   Bush Sedum,Crassulaceae,Succulent,"Spring,Winter",Yellow,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,,,,,,Roof;Sidewalk;Garden,
Diospyros virginiana,Persimmon,Ebenaceae,Tree (deciduous),Summer,Yellow,8.0,Exotic,,"Sun,Part shade,Shade","Clay,Loam,Sand",,Low,"Cover,Fruit,Nesting",,Yes,1.0,Garden,
Lychnis coronaria            ,Rose Campion,Caryophyllaceae,Perennial,Summer,Magenta,1.0,Exotic,,"Sun,Part shade","Clay,Loam,Sand,Rock",,Low,,,,,Garden,
Lavandula multifida,Fern Leaf Lavender,Lamiaceae,Shrub (evergreen),"Summer,Fall",Indigo,1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Myrtus communis compacta,Dwarf Myrtle,Myrtaceae,Shrub (evergreen),"Spring,Summer",White,2.0,Exotic,,"Sun,Part shade","Loam,Sand",,,"Fruit,Pollinator",Birds,,,Sidewalk;Garden,
Thymus 'Victor Reiter',Victor Reiter Thyme,Lamiaceae,Perennial,Summer,Pink,0.2,Exotic,,"Sun,Part shade","Loam,Sand",,,Pollinator,Bees,,,Sidewalk;Garden,
Polypodium scouleri,Leather Leaf Fern,Polypodiaceae,Fern,,,0.2,SF Native,Woodland,"Part shade,Shade","Clay,Loam,Sand",,Low,,,Yes,1.0,Garden,
Stachys byzantina,Lambs Ears,Lamiaceae,Perennial,Spring,Magenta,1.0,Exotic,,"Sun,Part shade","Clay,Loam,Sand",,,,Hummingbirds,Yes,1.0,Garden,
Dudleya spp.,Live Forever,Crassulaceae,Succulent,,,,CA Native,,Sun,,,Low,,,,,Sidewalk,
Gaura lindheimeri,Butterfly Gaura,Onagraceae,Perennial,"Summer,Fall","Pink,White",1.0,Exotic,,Sun,"Loam,Sand",,Moderate,,,,,Sidewalk;Garden,
Leucadendron hybrids,Leucadendron,Proteaceae,Shrub (evergreen),"Spring,Summer,Winter",Burgundy,3.0,Exotic,,Sun,,,Low,"Cover,Nesting",,,,Garden,
Tanacetum haradjanii,Silver Tansy,Asteraceae,Perennial,Summer,Yellow,0.2,Exotic,,Sun,"Clay,Loam,Sand",,Low,,,,,Sidewalk;Garden,
Salvia chamaedryoides,Germander Sage   Germander Sage   Germander Sage,Lamiaceae,Perennial,"Spring,Summer,Fall,Winter",Indigo,1.0,Exotic,,"Sun,Shade","Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Monardella spp.,Scarlet Monardella,Lamiaceae,Perennial,,,1.0,CA Native,,Sun,,,,Pollinator,Birds,,,Garden,
Festuca muelleri,Mueller's Fescue,Poaceae,Grass,Summer,Brown,0.2,Exotic,,"Sun,Part shade",,,,,,,,Sidewalk;Garden,
Acer x freemanii,"Autumn Blaze Maple, Freeman Maple",Aceraceae,Tree (deciduous),Spring,,8.0,Exotic,,Sun,,,Moderate,"Cover,Nesting",,,,Sidewalk,
Woodwardia frimbiata,Giant Chain Fern,Blechnaceae,Fern,,,2.0,SF Native,"Riparian,Wetland","Part shade,Shade","Clay,Loam,Sand",,Moderate,,,Yes,1.0,Garden,
Fuchsia procumbens,Prostrate Fuschia,Onagraceae,Shrub (evergreen),"Summer,Fall","Green,Purple,Yellow",0.2,Exotic,,Part shade,,,,Pollinator,,,,Sidewalk;Garden,
Cerastium tomentosum,Snow-in-summer,Caryophyllaceae,Perennial,Summer,White,0.2,Exotic,,"Sun,Part shade","Loam,Sand,Rock",,,,,,,Sidewalk;Garden,
Schoenoplectus americanus,Three Square,Cyperaceae,Perennial,Summer,,2.0,SF Native,"Riparian,Wetland",Sun,"Clay,Loam",,Moderate,,,Yes,1.0,Garden,
Calamagrostis x acutiflora,Feather Reed Grass,Poaceae,Grass,Summer,Purple,2.0,Exotic,,"Sun,Part shade",,,Low,,,,,Garden,
Lepechinia calycina,"White Pitcher Sage, Woodbalm, Pitcher Sage",Lamiaceae,Shrub (evergreen),"Spring,Summer",White,3.0,SF Native,"Chaparral,Woodland",Sun,"Loam,Sand",,,"Cover,Nesting",,,,Garden,
Jasminum polyanthum,Pink Jasmine,Oleaceae,Vine,"Spring,Winter",White,6.0,Exotic,,"Sun,Shade",,,Low,,,,,Sidewalk;Garden,
Miscanthus sinensis,Japanese Silver Grass,Poaceae,Grass,Summer,,1.0,Exotic,,Sun,"Clay,Loam,Sand",,Moderate,,,Yes,1.0,Garden,
Chondropetalum tectorum,Cape Rush,Restionaceae,Grass,"Spring,Summer,Fall,Winter",Brown,2.0,Exotic,,"Sun,Part shade","Clay,Loam",,Low,,,Yes,1.0,Garden,
Alyogyne  huegelii,Blue Hibiscus,Malvaceae,Shrub (evergreen),"Spring,Summer,Fall,Winter","Blue,Purple",2.0,Exotic,,Sun,,,Low,Pollinator,Birds,,,Sidewalk;Garden,
Macfadyena unguis-cati,Yellow Trumpet Vine,Bignoniaceae,Vine,Summer,Yellow,8.0,Exotic,,"Sun,Part shade",,,,"Cover,Nesting",,,,Sidewalk;Garden,
Correa spp.,Australian Fuchsia,Rutaceae,Shrub (evergreen),,,2.0,Exotic,,"Sun,Part shade",,,Low,Pollinator,Birds;Bees,,,Garden,
Abutilon palmeri,Indian Mallow,Malvaceae,Shrub (evergreen),Spring,Orange,2.0,CA Native,,Sun,"Loam,Sand",,,Pollinator,Birds,,,Garden,
Salvia coahuilensis,Coahuila Sage,Lamiaceae,Perennial,"Summer,Fall",Indigo,1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Echeveria pumila glauca,Hens And Chicks,Crassulaceae,Succulent,Summer,"Red,Yellow",0.2,Exotic,,"Sun,Part shade",,,Low,,,,,Sidewalk;Garden,
Teucrium x lucidrys,Wall Germander,Lamiaceae,Perennial,Summer,Magenta,1.0,Exotic,,Sun,"Clay,Loam,Sand,Rock",,,Pollinator,Butterflies;bees,,,Garden,
Cistus salvifolius 'Prostratus',Sageleaf Rockrose,Cistaceae,Shrub (evergreen),Spring,White,1.0,Exotic,,Sun,"Loam,Sand",,Low,,,,,Sidewalk;Garden,
Acanthus mollis,Bear's Breech,Acanthaceae,Perennial,"Spring,Summer","Pink,Purple,White",1.0,Exotic,,"Part shade,Shade",,,Low,,,,,Sidewalk;Garden,
Knifphofia galpinii 'Orange Flame',Orange Flame Poker Plant,Asphodelaceae,Perennial,"Spring,Summer",Orange,1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Hummingbirds,,,Sidewalk;Garden,
Helianthus 'Lemon Queen',Lemon Queen,Asteraceae,Perennial,Summer,Yellow,1.0,Exotic,,Sun,Clay,,Low,Pollinator,hummingbirds;Butterflies;bees,,,Garden,
Escallonia 'Compakta',,Escalloniaceae,Shrub (evergreen),"Spring,Fall","Pink,Red",1.0,Exotic,,"Sun,Part shade",,,Low,,Bees,,,Sidewalk;Garden,
